vacc_date,Bundesland,viert_praxen
2022-06-01,Rheinland-Pfalz,NA
2022-06-01,Saarland,NA
2022-06-01,Sachsen,NA
2022-06-01,Sachsen-Anhalt,NA
2022-06-01,Schleswig-Holstein,NA
2022-06-01,Thüringen,NA
2022-06-01,unbekannt,33
2022-06-02,Baden-Württemberg,NA
2022-06-02,Bayern,NA
2022-06-02,Berlin,NA
2022-06-02,Brandenburg,NA
2022-06-02,Bremen,NA
2022-06-02,Bundesressorts,NA
2022-06-02,Hamburg,NA
2022-06-02,Hessen,NA
2022-06-02,Mecklenburg-Vorpommern,NA
2022-06-02,Niedersachsen,NA
2022-06-02,Nordrhein-Westfalen,NA
2022-06-02,Rheinland-Pfalz,NA
2022-06-02,Saarland,NA
2022-06-02,Sachsen,NA
2022-06-02,Sachsen-Anhalt,NA
2022-06-02,Schleswig-Holstein,NA
2022-06-02,Thüringen,NA
2022-06-02,unbekannt,31
2022-06-03,Baden-Württemberg,NA
2022-06-03,Bayern,NA
2022-06-03,Berlin,NA
2022-06-03,Brandenburg,NA
2022-06-03,Bremen,NA
2022-06-03,Bundesressorts,NA
2022-06-03,Hamburg,NA
2022-06-03,Hessen,NA
2022-06-03,Mecklenburg-Vorpommern,NA
2022-06-03,Niedersachsen,NA
2022-06-03,Nordrhein-Westfalen,NA
2022-06-03,Rheinland-Pfalz,NA
2022-06-03,Saarland,NA
2022-06-03,Sachsen,NA
2022-06-03,Sachsen-Anhalt,NA
2022-06-03,Schleswig-Holstein,NA
2022-06-03,Thüringen,125
2022-06-03,unbekannt,24
2022-06-04,Baden-Württemberg,NA
2022-06-04,Bayern,NA
2022-06-04,Berlin,NA
2022-06-04,Brandenburg,9
2022-06-04,Bremen,NA
2022-06-04,Hamburg,NA
2022-06-04,Hessen,NA
2022-06-04,Mecklenburg-Vorpommern,6
2022-06-04,Niedersachsen,NA
2022-06-04,Nordrhein-Westfalen,NA
2022-06-04,Rheinland-Pfalz,NA
2022-06-04,Saarland,NA
2022-06-04,Sachsen,NA
2022-06-04,Sachsen-Anhalt,NA
2022-06-04,Schleswig-Holstein,NA
2022-06-04,Thüringen,NA
2022-06-05,Baden-Württemberg,NA
2022-06-05,Bayern,NA
2022-06-05,Berlin,41
2022-06-05,Hessen,NA
2022-06-05,Niedersachsen,107
2022-06-05,Nordrhein-Westfalen,NA
2022-06-05,Saarland,12
2022-06-05,Schleswig-Holstein,14
2022-06-05,Thüringen,NA
2022-06-06,Baden-Württemberg,NA
2022-06-06,Bayern,NA
2022-06-06,Berlin,NA
2022-06-06,Hamburg,NA
2022-06-06,Hessen,NA
2022-06-06,Mecklenburg-Vorpommern,20
2022-06-06,Niedersachsen,NA
2022-06-06,Nordrhein-Westfalen,NA
2022-06-06,Rheinland-Pfalz,17
2022-06-06,Sachsen,13
2022-06-06,Schleswig-Holstein,NA
2022-06-06,Thüringen,1
2022-06-07,Baden-Württemberg,NA
2022-06-07,Bayern,NA
2022-06-07,Berlin,NA
2022-06-07,Brandenburg,NA
2022-06-07,Bremen,NA
2022-06-07,Bundesressorts,NA
2022-06-07,Hamburg,NA
2022-06-07,Hessen,NA
2022-06-07,Mecklenburg-Vorpommern,NA
2022-06-07,Niedersachsen,NA
2022-06-07,Nordrhein-Westfalen,NA
2022-06-07,Rheinland-Pfalz,NA
2022-06-07,Saarland,NA
2022-06-07,Sachsen,NA
2022-06-07,Sachsen-Anhalt,NA
2022-06-07,Schleswig-Holstein,NA
2022-06-07,Thüringen,NA
2022-06-07,unbekannt,7
2022-06-08,Baden-Württemberg,NA
2022-06-08,Bayern,NA
2022-06-08,Berlin,NA
2022-06-08,Brandenburg,NA
2022-06-08,Bremen,NA
2022-06-08,Bundesressorts,NA
2022-06-08,Hamburg,NA
2022-06-08,Hessen,NA
2022-06-08,Mecklenburg-Vorpommern,NA
2022-06-08,Niedersachsen,NA
2022-06-08,Nordrhein-Westfalen,NA
2022-06-08,Rheinland-Pfalz,NA
2022-06-08,Saarland,NA
2022-06-08,Sachsen,NA
2022-06-08,Sachsen-Anhalt,NA
2022-06-08,Schleswig-Holstein,NA
2022-06-08,Thüringen,NA
2022-06-08,unbekannt,54
2022-06-09,Baden-Württemberg,NA
2022-06-09,Bayern,NA
2022-06-09,Berlin,NA
2022-06-09,Brandenburg,NA
2022-06-09,Bremen,NA
2022-06-09,Bundesressorts,NA
2022-06-09,Hamburg,NA
2022-06-09,Hessen,NA
2022-06-09,Mecklenburg-Vorpommern,NA
2022-06-09,Niedersachsen,NA
2022-06-09,Nordrhein-Westfalen,NA
2022-06-09,Rheinland-Pfalz,NA
2022-06-09,Saarland,NA
2022-06-09,Sachsen,NA
2022-06-09,Sachsen-Anhalt,NA
2022-06-09,Schleswig-Holstein,NA
2022-06-09,Thüringen,NA
2022-06-10,Baden-Württemberg,NA
2022-06-10,Bayern,NA
2022-06-10,Berlin,NA
2022-06-10,Brandenburg,NA
2022-06-10,Bremen,NA
2022-06-10,Bundesressorts,NA
2022-06-10,Hamburg,NA
2022-06-10,Hessen,NA
2022-06-10,Mecklenburg-Vorpommern,NA
2022-06-10,Niedersachsen,NA
2022-06-10,Nordrhein-Westfalen,NA
2022-06-10,Rheinland-Pfalz,NA
2022-06-10,Saarland,NA
2022-06-10,Sachsen,NA
2022-06-10,Sachsen-Anhalt,NA
2022-06-10,Schleswig-Holstein,NA
2022-06-10,Thüringen,NA
2022-06-10,unbekannt,41
2022-06-11,Baden-Württemberg,NA
2022-06-11,Bayern,NA
2022-06-11,Berlin,NA
2022-06-11,Brandenburg,13
2022-06-11,Bremen,NA
2022-06-11,Hamburg,NA
2022-06-11,Hessen,NA
2022-06-11,Niedersachsen,NA
2022-06-11,Nordrhein-Westfalen,NA
2022-06-11,Rheinland-Pfalz,NA
2022-06-11,Saarland,NA
2022-06-11,Sachsen,NA
2022-06-11,Sachsen-Anhalt,8
2022-06-11,Schleswig-Holstein,NA
2022-06-11,Thüringen,NA
2022-06-11,unbekannt,5
2022-06-12,Baden-Württemberg,NA
2022-06-12,Bayern,NA
2022-06-12,Berlin,NA
2022-06-12,Brandenburg,31
2022-06-12,Hamburg,NA
2022-06-12,Hessen,NA
2022-06-12,Mecklenburg-Vorpommern,6
2022-06-12,Niedersachsen,NA
2022-06-12,Nordrhein-Westfalen,NA
2022-06-12,Rheinland-Pfalz,42
2022-06-12,Sachsen,NA
2022-06-12,Schleswig-Holstein,NA
2022-06-13,Baden-Württemberg,NA
2022-06-13,Bayern,NA
2022-06-13,Berlin,NA
2022-06-13,Brandenburg,NA
2022-06-13,Bremen,NA
2022-06-13,Bundesressorts,NA
2022-06-13,Hamburg,NA
2022-06-13,Hessen,NA
2022-06-13,Mecklenburg-Vorpommern,NA
2022-06-13,Niedersachsen,NA
2022-06-13,Nordrhein-Westfalen,NA
2022-06-13,Rheinland-Pfalz,NA
2022-06-13,Saarland,NA
2022-06-13,Sachsen,NA
2022-06-13,Sachsen-Anhalt,NA
2022-06-13,Schleswig-Holstein,NA
2022-06-13,Thüringen,86
2022-06-13,unbekannt,6
2022-06-14,Baden-Württemberg,NA
2022-06-14,Bayern,NA
2022-06-14,Berlin,NA
2022-06-14,Brandenburg,NA
2022-06-14,Bremen,NA
2022-06-14,Bundesressorts,NA
2022-06-14,Hamburg,NA
2022-06-14,Hessen,NA
2022-06-14,Mecklenburg-Vorpommern,NA
2022-06-14,Niedersachsen,NA
2022-06-14,Nordrhein-Westfalen,NA
2022-06-14,Rheinland-Pfalz,NA
2022-06-14,Saarland,NA
2022-06-14,Sachsen,NA
2022-06-14,Sachsen-Anhalt,NA
2022-06-14,Schleswig-Holstein,NA
2022-06-14,Thüringen,NA
2022-06-14,unbekannt,55
2022-06-15,Baden-Württemberg,NA
2022-06-15,Bayern,NA
2022-06-15,Berlin,NA
2022-06-15,Brandenburg,NA
2022-06-15,Bremen,NA
2022-06-15,Bundesressorts,NA
2022-06-15,Hamburg,NA
2022-06-15,Hessen,NA
2022-06-15,Mecklenburg-Vorpommern,NA
2022-06-15,Niedersachsen,NA
2022-06-15,Nordrhein-Westfalen,NA
2022-06-15,Rheinland-Pfalz,NA
2022-06-15,Saarland,NA
2022-06-15,Sachsen,NA
2022-06-15,Sachsen-Anhalt,NA
2022-06-15,Schleswig-Holstein,NA
2022-06-15,Thüringen,284
2022-06-15,unbekannt,15
2022-06-16,Baden-Württemberg,NA
2022-06-16,Bayern,NA
2022-06-16,Berlin,NA
2022-06-16,Brandenburg,NA
2022-06-16,Bremen,NA
2022-06-16,Bundesressorts,NA
2022-06-16,Hamburg,NA
2022-06-16,Hessen,NA
2022-06-16,Mecklenburg-Vorpommern,NA
2022-06-16,Niedersachsen,NA
2022-06-16,Nordrhein-Westfalen,NA
2022-06-16,Rheinland-Pfalz,NA
2022-06-16,Saarland,27
2022-06-16,Sachsen,NA
2022-06-16,Sachsen-Anhalt,NA
2022-06-16,Schleswig-Holstein,NA
2022-06-16,Thüringen,NA
2022-06-16,unbekannt,25
2022-06-17,Baden-Württemberg,NA
2022-06-17,Bayern,NA
2022-06-17,Berlin,NA
2022-06-17,Brandenburg,NA
2022-06-17,Bremen,NA
2022-06-17,Bundesressorts,NA
2022-06-17,Hamburg,NA
2022-06-17,Hessen,NA
2022-06-17,Mecklenburg-Vorpommern,NA
2022-06-17,Niedersachsen,NA
2022-06-17,Nordrhein-Westfalen,NA
2022-06-17,Rheinland-Pfalz,NA
2022-06-17,Saarland,NA
2022-06-17,Sachsen,NA
2022-06-17,Sachsen-Anhalt,NA
2022-06-17,Schleswig-Holstein,NA
2022-06-17,Thüringen,NA
2022-06-17,unbekannt,4
2022-06-18,Baden-Württemberg,NA
2022-06-18,Bayern,NA
2022-06-18,Berlin,NA
2022-06-18,Brandenburg,NA
2022-06-18,Bremen,NA
2022-06-18,Hamburg,NA
2022-06-18,Hessen,NA
2022-06-18,Mecklenburg-Vorpommern,5
2022-06-18,Niedersachsen,NA
2022-06-18,Nordrhein-Westfalen,NA
2022-06-18,Rheinland-Pfalz,NA
2022-06-18,Saarland,NA
2022-06-18,Sachsen,NA
2022-06-18,Sachsen-Anhalt,NA
2022-06-18,Schleswig-Holstein,NA
2022-06-18,Thüringen,NA
2022-06-18,unbekannt,14
2022-06-19,Baden-Württemberg,NA
2022-06-19,Bayern,NA
2022-06-19,Berlin,NA
2022-06-19,Brandenburg,2
2022-06-19,Hamburg,12
2022-06-19,Hessen,NA
2022-06-19,Mecklenburg-Vorpommern,5
2022-06-19,Niedersachsen,NA
2022-06-19,Nordrhein-Westfalen,NA
2022-06-19,Sachsen,8
2022-06-19,Sachsen-Anhalt,37
2022-06-19,Schleswig-Holstein,63
2022-06-20,Baden-Württemberg,NA
2022-06-20,Bayern,NA
2022-06-20,Berlin,NA
2022-06-20,Brandenburg,NA
2022-06-20,Bremen,NA
2022-06-20,Hamburg,NA
2022-06-20,Hessen,NA
2022-06-20,Mecklenburg-Vorpommern,NA
2022-06-20,Niedersachsen,NA
2022-06-20,Nordrhein-Westfalen,NA
2022-06-20,Rheinland-Pfalz,NA
2022-06-20,Saarland,NA
2022-06-20,Sachsen,NA
2022-06-20,Sachsen-Anhalt,NA
2022-06-20,Schleswig-Holstein,NA
2022-06-20,Thüringen,173
2022-06-20,unbekannt,11
2022-06-21,Baden-Württemberg,NA
2022-06-21,Bayern,NA
2022-06-21,Berlin,NA
2022-06-21,Brandenburg,NA
2022-06-21,Bremen,NA
2022-06-21,Bundesressorts,NA
2022-06-21,Hamburg,NA
2022-06-21,Hessen,NA
2022-06-21,Mecklenburg-Vorpommern,NA
2022-06-21,Niedersachsen,NA
2022-06-21,Nordrhein-Westfalen,NA
2022-06-21,Rheinland-Pfalz,NA
2022-06-21,Saarland,NA
2022-06-21,Sachsen,NA
2022-06-21,Sachsen-Anhalt,NA
2022-06-21,Schleswig-Holstein,NA
2022-06-21,Thüringen,NA
2022-06-21,unbekannt,40
2022-06-22,Baden-Württemberg,NA
2022-06-22,Bayern,NA
2022-06-22,Berlin,NA
2022-06-22,Brandenburg,NA
2022-06-22,Bremen,NA
2022-06-22,Bundesressorts,NA
2022-06-22,Hamburg,NA
2022-06-22,Hessen,NA
2022-06-22,Mecklenburg-Vorpommern,NA
2022-06-22,Niedersachsen,NA
2022-06-22,Nordrhein-Westfalen,NA
2022-06-22,Rheinland-Pfalz,NA
2022-06-22,Saarland,NA
2022-06-22,Sachsen,NA
2022-06-22,Sachsen-Anhalt,NA
2022-06-22,Schleswig-Holstein,NA
2022-06-22,Thüringen,NA
2022-06-22,unbekannt,64
2022-06-23,Baden-Württemberg,NA
2022-06-23,Bayern,NA
2022-06-23,Berlin,NA
2022-06-23,Brandenburg,NA
2022-06-23,Bremen,NA
2022-06-23,Bundesressorts,NA
2022-06-23,Hamburg,NA
2022-06-23,Hessen,NA
2022-06-23,Mecklenburg-Vorpommern,NA
2022-06-23,Niedersachsen,NA
2022-06-23,Nordrhein-Westfalen,NA
2022-06-23,Rheinland-Pfalz,NA
2022-06-23,Saarland,NA
2022-06-23,Sachsen,NA
2022-06-23,Sachsen-Anhalt,NA
2022-06-23,Schleswig-Holstein,NA
2022-06-23,Thüringen,NA
2022-06-23,unbekannt,46
2022-06-24,Baden-Württemberg,NA
2022-06-24,Bayern,NA
2022-06-24,Berlin,NA
2022-06-24,Brandenburg,NA
2022-06-24,Bremen,NA
2022-06-24,Bundesressorts,NA
2022-06-24,Hamburg,NA
2022-06-24,Hessen,NA
2022-06-24,Mecklenburg-Vorpommern,NA
2022-06-24,Niedersachsen,NA
2022-06-24,Nordrhein-Westfalen,NA
2022-06-24,Rheinland-Pfalz,NA
2022-06-24,Saarland,NA
2022-06-24,Sachsen,NA
2022-06-24,Sachsen-Anhalt,NA
2022-06-24,Schleswig-Holstein,NA
2022-06-24,Thüringen,NA
2022-06-24,unbekannt,14
2022-06-25,Baden-Württemberg,NA
2022-06-25,Bayern,NA
2022-06-25,Berlin,NA
2022-06-25,Brandenburg,NA
2022-06-25,Bremen,NA
2022-06-25,Hamburg,NA
2022-06-25,Hessen,NA
2022-06-25,Mecklenburg-Vorpommern,NA
2022-06-25,Niedersachsen,NA
2022-06-25,Nordrhein-Westfalen,NA
2022-06-25,Rheinland-Pfalz,NA
2022-06-25,Saarland,NA
2022-06-25,Sachsen,NA
2022-06-25,Sachsen-Anhalt,NA
2022-06-25,Schleswig-Holstein,NA
2022-06-25,Thüringen,NA
2022-06-26,Baden-Württemberg,NA
2022-06-26,Bayern,NA
2022-06-26,Berlin,16
2022-06-26,Brandenburg,28
2022-06-26,Hamburg,NA
2022-06-26,Hessen,NA
2022-06-26,Mecklenburg-Vorpommern,4
2022-06-26,Niedersachsen,NA
2022-06-26,Nordrhein-Westfalen,NA
2022-06-26,Rheinland-Pfalz,53
2022-06-26,Saarland,16
2022-06-26,Sachsen,10
2022-06-26,Schleswig-Holstein,3
2022-06-26,Thüringen,NA
2022-06-27,Baden-Württemberg,NA
2022-06-27,Bayern,NA
2022-06-27,Berlin,NA
2022-06-27,Brandenburg,NA
2022-06-27,Bremen,NA
2022-06-27,Hamburg,NA
2022-06-27,Hessen,NA
2022-06-27,Mecklenburg-Vorpommern,NA
2022-06-27,Niedersachsen,NA
2022-06-27,Nordrhein-Westfalen,NA
2022-06-27,Rheinland-Pfalz,NA
2022-06-27,Saarland,NA
2022-06-27,Sachsen,NA
2022-06-27,Sachsen-Anhalt,NA
2022-06-27,Schleswig-Holstein,NA
2022-06-27,Thüringen,NA
2022-06-27,unbekannt,20
2022-06-28,Baden-Württemberg,NA
2022-06-28,Bayern,NA
2022-06-28,Berlin,NA
2022-06-28,Brandenburg,NA
2022-06-28,Bremen,NA
2022-06-28,Bundesressorts,NA
2022-06-28,Hamburg,NA
2022-06-28,Hessen,NA
2022-06-28,Mecklenburg-Vorpommern,NA
2022-06-28,Niedersachsen,NA
2022-06-28,Nordrhein-Westfalen,NA
2022-06-28,Rheinland-Pfalz,NA
2022-06-28,Saarland,NA
2022-06-28,Sachsen,NA
2022-06-28,Sachsen-Anhalt,NA
2022-06-28,Schleswig-Holstein,NA
2022-06-28,Thüringen,NA
2022-06-28,unbekannt,116
2022-06-29,Baden-Württemberg,NA
2022-06-29,Bayern,NA
2022-06-29,Berlin,NA
2022-06-29,Brandenburg,NA
2022-06-29,Bremen,NA
2022-06-29,Bundesressorts,NA
2022-06-29,Hamburg,NA
2022-06-29,Hessen,NA
2022-06-29,Mecklenburg-Vorpommern,NA
2022-06-29,Niedersachsen,NA
2022-06-29,Nordrhein-Westfalen,NA
2022-06-29,Rheinland-Pfalz,NA
2022-06-29,Saarland,NA
2022-06-29,Sachsen,NA
2022-06-29,Sachsen-Anhalt,NA
2022-06-29,Schleswig-Holstein,NA
2022-06-29,Thüringen,NA
2022-06-29,unbekannt,20
2022-06-30,Baden-Württemberg,NA
2022-06-30,Bayern,NA
2022-06-30,Berlin,NA
2022-06-30,Brandenburg,NA
2022-06-30,Bremen,NA
2022-06-30,Bundesressorts,NA
2022-06-30,Hamburg,NA
2022-06-30,Hessen,NA
2022-06-30,Mecklenburg-Vorpommern,NA
2022-06-30,Niedersachsen,NA
2022-06-30,Nordrhein-Westfalen,NA
2022-06-30,Rheinland-Pfalz,NA
2022-06-30,Saarland,NA
2022-06-30,Sachsen,NA
2022-06-30,Sachsen-Anhalt,NA
2022-06-30,Schleswig-Holstein,NA
2022-06-30,Thüringen,NA
2022-06-30,unbekannt,11
2022-07-01,Baden-Württemberg,NA
2022-07-01,Bayern,NA
2022-07-01,Berlin,NA
2022-07-01,Brandenburg,NA
2022-07-01,Bremen,NA
2022-07-01,Hamburg,NA
2022-07-01,Hessen,NA
2022-07-01,Mecklenburg-Vorpommern,NA
2022-07-01,Niedersachsen,NA
2022-07-01,Nordrhein-Westfalen,NA
2022-07-01,Rheinland-Pfalz,NA
2022-07-01,Saarland,NA
2022-07-01,Sachsen,NA
2022-07-01,Sachsen-Anhalt,NA
2022-07-01,Schleswig-Holstein,NA
2022-07-01,Thüringen,135
2022-07-01,unbekannt,22
2022-07-02,Baden-Württemberg,NA
2022-07-02,Bayern,NA
2022-07-02,Berlin,NA
2022-07-02,Brandenburg,39
2022-07-02,Bremen,NA
2022-07-02,Hamburg,NA
2022-07-02,Hessen,NA
2022-07-02,Mecklenburg-Vorpommern,11
2022-07-02,Niedersachsen,NA
2022-07-02,Nordrhein-Westfalen,NA
2022-07-02,Rheinland-Pfalz,NA
2022-07-02,Saarland,NA
2022-07-02,Sachsen,NA
2022-07-02,Sachsen-Anhalt,NA
2022-07-02,Schleswig-Holstein,NA
2022-07-02,Thüringen,NA
2022-07-03,Baden-Württemberg,NA
2022-07-03,Bayern,NA
2022-07-03,Berlin,118
2022-07-03,Brandenburg,16
2022-07-03,Bremen,16
2022-07-03,Hamburg,1
2022-07-03,Hessen,NA
2022-07-03,Niedersachsen,59
2022-07-03,Nordrhein-Westfalen,NA
2022-07-03,Rheinland-Pfalz,NA
2022-07-03,Saarland,NA
2022-07-03,Sachsen,6
2022-07-03,Schleswig-Holstein,NA
2022-07-04,Baden-Württemberg,NA
2022-07-04,Bayern,NA
2022-07-04,Berlin,NA
2022-07-04,Brandenburg,NA
2022-07-04,Bremen,NA
2022-07-04,Hamburg,NA
2022-07-04,Hessen,NA
2022-07-04,Mecklenburg-Vorpommern,NA
2022-07-04,Niedersachsen,NA
2022-07-04,Nordrhein-Westfalen,NA
2022-07-04,Rheinland-Pfalz,NA
2022-07-04,Saarland,NA
2022-07-04,Sachsen,NA
2022-07-04,Sachsen-Anhalt,NA
2022-07-04,Schleswig-Holstein,NA
2022-07-04,Thüringen,101
2022-07-05,Baden-Württemberg,NA
2022-07-05,Bayern,NA
2022-07-05,Berlin,NA
2022-07-05,Brandenburg,NA
2022-07-05,Bremen,NA
2022-07-05,Bundesressorts,NA
2022-07-05,Hamburg,NA
2022-07-05,Hessen,NA
2022-07-05,Mecklenburg-Vorpommern,NA
2022-07-05,Niedersachsen,NA
2022-07-05,Nordrhein-Westfalen,NA
2022-07-05,Rheinland-Pfalz,NA
2022-07-05,Saarland,NA
2022-07-05,Sachsen,NA
2022-07-05,Sachsen-Anhalt,NA
2022-07-05,Schleswig-Holstein,NA
2022-07-05,Thüringen,NA
2022-07-05,unbekannt,45
2022-07-06,Baden-Württemberg,NA
2022-07-06,Bayern,NA
2022-07-06,Berlin,NA
2022-07-06,Brandenburg,NA
2022-07-06,Bremen,NA
2022-07-06,Bundesressorts,NA
2022-07-06,Hamburg,NA
2022-07-06,Hessen,NA
2022-07-06,Mecklenburg-Vorpommern,NA
2022-07-06,Niedersachsen,NA
2022-07-06,Nordrhein-Westfalen,NA
2022-07-06,Rheinland-Pfalz,NA
2022-07-06,Saarland,NA
2022-07-06,Sachsen,NA
2022-07-06,Sachsen-Anhalt,NA
2022-07-06,Schleswig-Holstein,NA
2022-07-06,Thüringen,NA
2022-07-06,unbekannt,25
2022-07-07,Baden-Württemberg,NA
2022-07-07,Bayern,NA
2022-07-07,Berlin,NA
2022-07-07,Brandenburg,NA
2022-07-07,Bremen,NA
2022-07-07,Bundesressorts,NA
2022-07-07,Hamburg,NA
2022-07-07,Hessen,NA
2022-07-07,Mecklenburg-Vorpommern,NA
2022-07-07,Niedersachsen,NA
2022-07-07,Nordrhein-Westfalen,NA
2022-07-07,Rheinland-Pfalz,NA
2022-07-07,Saarland,NA
2022-07-07,Sachsen,NA
2022-07-07,Sachsen-Anhalt,NA
2022-07-07,Schleswig-Holstein,NA
2022-07-07,Thüringen,NA
2022-07-07,unbekannt,6
2022-07-08,Baden-Württemberg,NA
2022-07-08,Bayern,NA
2022-07-08,Berlin,NA
2022-07-08,Brandenburg,NA
2022-07-08,Bremen,NA
2022-07-08,Bundesressorts,NA
2022-07-08,Hamburg,NA
2022-07-08,Hessen,NA
2022-07-08,Mecklenburg-Vorpommern,NA
2022-07-08,Niedersachsen,NA
2022-07-08,Nordrhein-Westfalen,NA
2022-07-08,Rheinland-Pfalz,NA
2022-07-08,Saarland,NA
2022-07-08,Sachsen,NA
2022-07-08,Sachsen-Anhalt,NA
2022-07-08,Schleswig-Holstein,NA
2022-07-08,Thüringen,NA
2022-07-08,unbekannt,30
2022-07-09,Baden-Württemberg,NA
2022-07-09,Bayern,NA
2022-07-09,Berlin,NA
2022-07-09,Brandenburg,NA
2022-07-09,Bremen,NA
2022-07-09,Hamburg,NA
2022-07-09,Hessen,NA
2022-07-09,Niedersachsen,NA
2022-07-09,Nordrhein-Westfalen,NA
2022-07-09,Rheinland-Pfalz,NA
2022-07-09,Saarland,NA
2022-07-09,Sachsen,NA
2022-07-09,Sachsen-Anhalt,NA
2022-07-09,Schleswig-Holstein,NA
2022-07-09,Thüringen,NA
2022-07-10,Baden-Württemberg,NA
2022-07-10,Bayern,NA
2022-07-10,Berlin,NA
2022-07-10,Brandenburg,33
2022-07-10,Hamburg,NA
2022-07-10,Hessen,NA
2022-07-10,Mecklenburg-Vorpommern,NA
2022-07-10,Niedersachsen,NA
2022-07-10,Nordrhein-Westfalen,NA
2022-07-10,Rheinland-Pfalz,16
2022-07-10,Sachsen,6
2022-07-10,Schleswig-Holstein,8
2022-07-10,Thüringen,NA
2022-07-11,Baden-Württemberg,NA
2022-07-11,Bayern,NA
2022-07-11,Berlin,NA
2022-07-11,Brandenburg,NA
2022-07-11,Bremen,NA
2022-07-11,Hamburg,NA
2022-07-11,Hessen,NA
2022-07-11,Mecklenburg-Vorpommern,NA
2022-07-11,Niedersachsen,NA
2022-07-11,Nordrhein-Westfalen,NA
2022-07-11,Rheinland-Pfalz,NA
2022-07-11,Saarland,NA
2022-07-11,Sachsen,NA
2022-07-11,Sachsen-Anhalt,NA
2022-07-11,Schleswig-Holstein,NA
2022-07-11,Thüringen,85
2022-07-11,unbekannt,10
2022-07-12,Baden-Württemberg,NA
2022-07-12,Bayern,NA
2022-07-12,Berlin,NA
2022-07-12,Brandenburg,NA
2022-07-12,Bremen,NA
2022-07-12,Bundesressorts,NA
2022-07-12,Hamburg,NA
2022-07-12,Hessen,NA
2022-07-12,Mecklenburg-Vorpommern,NA
2022-07-12,Niedersachsen,NA
2022-07-12,Nordrhein-Westfalen,NA
2022-07-12,Rheinland-Pfalz,NA
2022-07-12,Saarland,NA
2022-07-12,Sachsen,NA
2022-07-12,Sachsen-Anhalt,NA
2022-07-12,Schleswig-Holstein,NA
2022-07-12,Thüringen,NA
2022-07-12,unbekannt,57
2022-07-13,Baden-Württemberg,NA
2022-07-13,Bayern,NA
2022-07-13,Berlin,NA
2022-07-13,Brandenburg,NA
2022-07-13,Bremen,NA
2022-07-13,Bundesressorts,NA
2022-07-13,Hamburg,NA
2022-07-13,Hessen,NA
2022-07-13,Mecklenburg-Vorpommern,NA
2022-07-13,Niedersachsen,NA
2022-07-13,Nordrhein-Westfalen,NA
2022-07-13,Rheinland-Pfalz,NA
2022-07-13,Saarland,NA
2022-07-13,Sachsen,NA
2022-07-13,Sachsen-Anhalt,NA
2022-07-13,Schleswig-Holstein,NA
2022-07-13,Thüringen,NA
2022-07-13,unbekannt,90
2022-07-14,Baden-Württemberg,NA
2022-07-14,Bayern,NA
2022-07-14,Berlin,NA
2022-07-14,Brandenburg,NA
2022-07-14,Bremen,NA
2022-07-14,Bundesressorts,NA
2022-07-14,Hamburg,NA
2022-07-14,Hessen,NA
2022-07-14,Mecklenburg-Vorpommern,NA
2022-07-14,Niedersachsen,NA
2022-07-14,Nordrhein-Westfalen,NA
2022-07-14,Rheinland-Pfalz,NA
2022-07-14,Saarland,NA
2022-07-14,Sachsen,NA
2022-07-14,Sachsen-Anhalt,NA
2022-07-14,Schleswig-Holstein,NA
2022-07-14,Thüringen,NA
2022-07-14,unbekannt,15
2022-07-15,Baden-Württemberg,NA
2022-07-15,Bayern,NA
2022-07-15,Berlin,NA
2022-07-15,Brandenburg,NA
2022-07-15,Bremen,NA
2022-07-15,Bundesressorts,NA
2022-07-15,Hamburg,NA
2022-07-15,Hessen,NA
2022-07-15,Mecklenburg-Vorpommern,NA
2022-07-15,Niedersachsen,NA
2022-07-15,Nordrhein-Westfalen,NA
2022-07-15,Rheinland-Pfalz,NA
2022-07-15,Saarland,NA
2022-07-15,Sachsen,NA
2022-07-15,Sachsen-Anhalt,NA
2022-07-15,Schleswig-Holstein,NA
2022-07-15,Thüringen,NA
2022-07-15,unbekannt,54
2022-07-16,Baden-Württemberg,NA
2022-07-16,Bayern,NA
2022-07-16,Berlin,NA
2022-07-16,Brandenburg,NA
2022-07-16,Bremen,NA
2022-07-16,Hamburg,NA
2022-07-16,Hessen,NA
2022-07-16,Mecklenburg-Vorpommern,NA
2022-07-16,Niedersachsen,NA
2022-07-16,Nordrhein-Westfalen,NA
2022-07-16,Rheinland-Pfalz,NA
2022-07-16,Saarland,NA
2022-07-16,Sachsen,NA
2022-07-16,Sachsen-Anhalt,NA
2022-07-16,Schleswig-Holstein,NA
2022-07-16,Thüringen,NA
2022-07-17,Baden-Württemberg,NA
2022-07-17,Bayern,NA
2022-07-17,Berlin,NA
2022-07-17,Hamburg,NA
2022-07-17,Hessen,NA
2022-07-17,Mecklenburg-Vorpommern,54
2022-07-17,Niedersachsen,NA
2022-07-17,Nordrhein-Westfalen,NA
2022-07-17,Rheinland-Pfalz,NA
2022-07-17,Saarland,11
2022-07-17,Schleswig-Holstein,NA
2022-07-18,Baden-Württemberg,NA
2022-07-18,Bayern,NA
2022-07-18,Berlin,NA
2022-07-18,Brandenburg,NA
2022-07-18,Bremen,NA
2022-07-18,Hamburg,NA
2022-07-18,Hessen,NA
2022-07-18,Mecklenburg-Vorpommern,NA
2022-07-18,Niedersachsen,NA
2022-07-18,Nordrhein-Westfalen,NA
2022-07-18,Rheinland-Pfalz,NA
