Bundesland,date,Impfserie1,Impfserie2,Impfserie3,Impfserie4
Sachsen,2021-01-28,2586,2096,NA,NA
Sachsen-Anhalt,2021-01-28,1633,1264,NA,NA
Thüringen,2021-01-28,2295,2085,NA,NA
Schleswig-Holstein,2021-01-29,976,2257,NA,NA
Hamburg,2021-01-29,1452,917,NA,NA
Niedersachsen,2021-01-29,3781,8725,NA,NA
Bremen,2021-01-29,503,532,NA,NA
Nordrhein-Westfalen,2021-01-29,1216,17555,NA,NA
Hessen,2021-01-29,4487,2527,NA,NA
Rheinland-Pfalz,2021-01-29,1462,4315,NA,NA
Baden-Württemberg,2021-01-29,10683,6263,NA,NA
Bayern,2021-01-29,10673,3193,NA,NA
Saarland,2021-01-29,684,861,NA,NA
Berlin,2021-01-29,3437,2360,NA,NA
Brandenburg,2021-01-29,3161,1925,NA,NA
Mecklenburg-Vorpommern,2021-01-29,1234,487,NA,NA
Sachsen,2021-01-29,2531,2376,NA,NA
Sachsen-Anhalt,2021-01-29,1377,1619,NA,NA
Thüringen,2021-01-29,2229,2031,NA,NA
Schleswig-Holstein,2021-01-30,648,1928,NA,NA
Hamburg,2021-01-30,1057,1119,NA,NA
Niedersachsen,2021-01-30,2343,3067,NA,NA
Bremen,2021-01-30,400,410,NA,NA
Nordrhein-Westfalen,2021-01-30,3191,20069,NA,NA
Hessen,2021-01-30,4326,3317,NA,NA
Rheinland-Pfalz,2021-01-30,924,1472,NA,NA
Baden-Württemberg,2021-01-30,8459,5542,NA,NA
Bayern,2021-01-30,5507,11692,NA,NA
Saarland,2021-01-30,559,917,NA,NA
Berlin,2021-01-30,2721,2083,NA,NA
Brandenburg,2021-01-30,52,115,NA,NA
Mecklenburg-Vorpommern,2021-01-30,70,72,NA,NA
Sachsen,2021-01-30,2519,1016,NA,NA
Sachsen-Anhalt,2021-01-30,478,616,NA,NA
Thüringen,2021-01-30,1416,60,NA,NA
Schleswig-Holstein,2021-01-31,58,1230,NA,NA
Hamburg,2021-01-31,1096,1229,NA,NA
Niedersachsen,2021-01-31,1933,681,NA,NA
Bremen,2021-01-31,349,468,NA,NA
Nordrhein-Westfalen,2021-01-31,1888,7700,NA,NA
Hessen,2021-01-31,3481,2373,NA,NA
Rheinland-Pfalz,2021-01-31,547,772,NA,NA
Baden-Württemberg,2021-01-31,6120,4409,NA,NA
Bayern,2021-01-31,3507,10169,NA,NA
Berlin,2021-01-31,2870,1018,NA,NA
Brandenburg,2021-01-31,4,NA,NA,NA
Sachsen,2021-01-31,2628,1037,NA,NA
Sachsen-Anhalt,2021-01-31,475,348,NA,NA
Thüringen,2021-01-31,830,1,NA,NA
NA,2021-01-31,22,NA,NA,NA
Schleswig-Holstein,2021-02-01,1300,1728,NA,NA
Hamburg,2021-02-01,1388,1963,NA,NA
Niedersachsen,2021-02-01,3589,8330,NA,NA
Bremen,2021-02-01,353,692,NA,NA
Nordrhein-Westfalen,2021-02-01,21454,6247,NA,NA
Hessen,2021-02-01,4266,3177,NA,NA
Rheinland-Pfalz,2021-02-01,142,5851,NA,NA
Baden-Württemberg,2021-02-01,7754,5734,NA,NA
Bayern,2021-02-01,5989,16014,NA,NA
Saarland,2021-02-01,662,873,NA,NA
Berlin,2021-02-01,2865,1786,NA,NA
Brandenburg,2021-02-01,2019,1321,NA,NA
Mecklenburg-Vorpommern,2021-02-01,836,1138,NA,NA
Sachsen,2021-02-01,3013,3549,NA,NA
Sachsen-Anhalt,2021-02-01,1079,1518,NA,NA
Thüringen,2021-02-01,1688,2184,NA,NA
Schleswig-Holstein,2021-02-02,1053,3095,NA,NA
Hamburg,2021-02-02,1700,2300,NA,NA
Niedersachsen,2021-02-02,3700,8329,NA,NA
Bremen,2021-02-02,267,698,NA,NA
Nordrhein-Westfalen,2021-02-02,26167,9239,NA,NA
Hessen,2021-02-02,4628,2983,NA,NA
Rheinland-Pfalz,2021-02-02,270,6228,NA,NA
Baden-Württemberg,2021-02-02,7461,6378,NA,NA
Bayern,2021-02-02,8591,12025,NA,NA
Saarland,2021-02-02,636,933,NA,NA
Berlin,2021-02-02,3197,2601,NA,NA
Brandenburg,2021-02-02,1032,2449,NA,NA
Mecklenburg-Vorpommern,2021-02-02,763,1521,NA,NA
Sachsen,2021-02-02,3379,4704,NA,NA
Sachsen-Anhalt,2021-02-02,962,2063,NA,NA
Thüringen,2021-02-02,1719,1813,NA,NA
Schleswig-Holstein,2021-02-03,903,3247,NA,NA
Hamburg,2021-02-03,1882,1981,NA,NA
Niedersachsen,2021-02-03,4798,7318,NA,NA
Bremen,2021-02-03,358,784,NA,NA
Nordrhein-Westfalen,2021-02-03,21148,33137,NA,NA
Hessen,2021-02-03,5087,2787,NA,NA
Rheinland-Pfalz,2021-02-03,556,7140,NA,NA
Baden-Württemberg,2021-02-03,7907,5992,NA,NA
Bayern,2021-02-03,9662,16406,NA,NA
Saarland,2021-02-03,739,938,NA,NA
Berlin,2021-02-03,2769,3901,NA,NA
Brandenburg,2021-02-03,679,3582,NA,NA
Mecklenburg-Vorpommern,2021-02-03,1023,1371,NA,NA
Sachsen,2021-02-03,2876,4890,NA,NA
Sachsen-Anhalt,2021-02-03,1564,2085,NA,NA
Thüringen,2021-02-03,2676,2931,NA,NA
Schleswig-Holstein,2021-02-04,1441,3426,NA,NA
Hamburg,2021-02-04,1370,1605,NA,NA
Niedersachsen,2021-02-04,5679,6970,NA,NA
Bremen,2021-02-04,400,823,NA,NA
Nordrhein-Westfalen,2021-02-04,20205,12952,NA,NA
Hessen,2021-02-04,4741,3585,NA,NA
Rheinland-Pfalz,2021-02-04,1014,6613,NA,NA
Baden-Württemberg,2021-02-04,6312,7260,NA,NA
Bayern,2021-02-04,8518,12075,NA,NA
Saarland,2021-02-04,389,929,NA,NA
Berlin,2021-02-04,3612,3713,NA,NA
Brandenburg,2021-02-04,559,3449,NA,NA
Mecklenburg-Vorpommern,2021-02-04,984,1259,NA,NA
Sachsen,2021-02-04,2807,3872,NA,NA
Sachsen-Anhalt,2021-02-04,1202,1720,NA,NA
Thüringen,2021-02-04,2916,2261,NA,NA
Schleswig-Holstein,2021-02-05,1029,4029,NA,NA
Hamburg,2021-02-05,1032,1545,NA,NA
Niedersachsen,2021-02-05,5917,7091,NA,NA
Bremen,2021-02-05,516,620,NA,NA
Nordrhein-Westfalen,2021-02-05,22776,19969,NA,NA
Hessen,2021-02-05,4664,3684,NA,NA
Rheinland-Pfalz,2021-02-05,763,6886,NA,NA
Baden-Württemberg,2021-02-05,10022,8294,NA,NA
Bayern,2021-02-05,8896,10376,NA,NA
Saarland,2021-02-05,514,1037,NA,NA
Berlin,2021-02-05,3869,3282,NA,NA
Brandenburg,2021-02-05,748,3902,NA,NA
Mecklenburg-Vorpommern,2021-02-05,1261,407,NA,NA
Sachsen,2021-02-05,3363,3757,NA,NA
Sachsen-Anhalt,2021-02-05,1337,960,NA,NA
Thüringen,2021-02-05,2712,2328,NA,NA
Schleswig-Holstein,2021-02-06,706,2663,NA,NA
Hamburg,2021-02-06,503,1943,NA,NA
Niedersachsen,2021-02-06,3070,2596,NA,NA
Bremen,2021-02-06,559,298,NA,NA
Nordrhein-Westfalen,2021-02-06,11178,13205,NA,NA
Hessen,2021-02-06,4703,1692,NA,NA
Rheinland-Pfalz,2021-02-06,754,2371,NA,NA
Baden-Württemberg,2021-02-06,8898,6623,NA,NA
Bayern,2021-02-06,8552,8145,NA,NA
Saarland,2021-02-06,382,1014,NA,NA
Berlin,2021-02-06,2515,2286,NA,NA
Brandenburg,2021-02-06,262,754,NA,NA
Sachsen,2021-02-06,2418,3496,NA,NA
Sachsen-Anhalt,2021-02-06,188,169,NA,NA
Thüringen,2021-02-06,918,1338,NA,NA
Schleswig-Holstein,2021-02-07,907,2273,NA,NA
Hamburg,2021-02-07,431,1141,NA,NA
Niedersachsen,2021-02-07,373,510,NA,NA
Bremen,2021-02-07,246,376,NA,NA
Nordrhein-Westfalen,2021-02-07,3144,6763,NA,NA
Hessen,2021-02-07,3675,658,NA,NA
Rheinland-Pfalz,2021-02-07,762,1842,NA,NA
Baden-Württemberg,2021-02-07,6712,3834,NA,NA
Bayern,2021-02-07,7090,3653,NA,NA
Berlin,2021-02-07,2422,1268,NA,NA
Brandenburg,2021-02-07,96,1,NA,NA
Sachsen,2021-02-07,2242,2576,NA,NA
Sachsen-Anhalt,2021-02-07,54,177,NA,NA
Thüringen,2021-02-07,150,202,NA,NA
NA,2021-02-07,1,1,NA,NA
Schleswig-Holstein,2021-02-08,814,3424,NA,NA
Hamburg,2021-02-08,1195,1546,NA,NA
Niedersachsen,2021-02-08,4394,3265,NA,NA
Bremen,2021-02-08,344,486,NA,NA
Nordrhein-Westfalen,2021-02-08,16155,14998,NA,NA
Hessen,2021-02-08,3975,1894,NA,NA
Rheinland-Pfalz,2021-02-08,232,6737,NA,NA
Baden-Württemberg,2021-02-08,7426,6941,NA,NA
Bayern,2021-02-08,9319,5609,NA,NA
Saarland,2021-02-08,770,606,NA,NA
Berlin,2021-02-08,1999,2300,NA,NA
Brandenburg,2021-02-08,830,2274,NA,NA
Mecklenburg-Vorpommern,2021-02-08,531,1505,NA,NA
Sachsen,2021-02-08,2845,3109,NA,NA
Sachsen-Anhalt,2021-02-08,584,690,NA,NA
Thüringen,2021-02-08,1609,1108,NA,NA
Schleswig-Holstein,2021-02-09,1117,3654,NA,NA
Hamburg,2021-02-09,1267,2636,NA,NA
Niedersachsen,2021-02-09,3474,2980,NA,NA
Bremen,2021-02-09,331,669,NA,NA
Nordrhein-Westfalen,2021-02-09,14653,24073,NA,NA
Hessen,2021-02-09,5500,3572,NA,NA
Rheinland-Pfalz,2021-02-09,179,8137,NA,NA
Baden-Württemberg,2021-02-09,8989,6864,NA,NA
Bayern,2021-02-09,12837,4683,NA,NA
Saarland,2021-02-09,774,161,NA,NA
Berlin,2021-02-09,2121,2131,NA,NA
Brandenburg,2021-02-09,513,3353,NA,NA
Mecklenburg-Vorpommern,2021-02-09,660,2775,NA,NA
Sachsen,2021-02-09,3580,4509,NA,NA
Sachsen-Anhalt,2021-02-09,1148,1753,NA,NA
Thüringen,2021-02-09,3105,2559,NA,NA
Schleswig-Holstein,2021-02-10,1209,3010,NA,NA
Hamburg,2021-02-10,2319,1951,NA,NA
Niedersachsen,2021-02-10,4677,5348,NA,NA
Bremen,2021-02-10,529,732,NA,NA
Nordrhein-Westfalen,2021-02-10,24460,24507,NA,NA
Hessen,2021-02-10,5474,3998,NA,NA
Rheinland-Pfalz,2021-02-10,412,7616,NA,NA
Baden-Württemberg,2021-02-10,9391,5975,NA,NA
Bayern,2021-02-10,16489,3858,NA,NA
Saarland,2021-02-10,1621,189,NA,NA
Berlin,2021-02-10,2491,2353,NA,NA
Brandenburg,2021-02-10,465,7017,NA,NA
Mecklenburg-Vorpommern,2021-02-10,1391,2548,NA,NA
Sachsen,2021-02-10,2869,3523,NA,NA
Sachsen-Anhalt,2021-02-10,1708,2304,NA,NA
Thüringen,2021-02-10,2284,2834,NA,NA
NA,2021-02-10,1,NA,NA,NA
Schleswig-Holstein,2021-02-11,1567,3935,NA,NA
Hamburg,2021-02-11,2814,1996,NA,NA
Niedersachsen,2021-02-11,7623,8734,NA,NA
Bremen,2021-02-11,534,820,NA,NA
Nordrhein-Westfalen,2021-02-11,20067,9665,NA,NA
Hessen,2021-02-11,4968,3341,NA,NA
Rheinland-Pfalz,2021-02-11,428,8094,NA,NA
Baden-Württemberg,2021-02-11,8567,5926,NA,NA
Bayern,2021-02-11,14680,5654,NA,NA
Saarland,2021-02-11,1708,195,NA,NA
Berlin,2021-02-11,2904,3608,NA,NA
Brandenburg,2021-02-11,883,7705,NA,NA
Mecklenburg-Vorpommern,2021-02-11,1219,2573,NA,NA
Sachsen,2021-02-11,2930,2508,NA,NA
Sachsen-Anhalt,2021-02-11,2473,1536,NA,NA
Thüringen,2021-02-11,2323,2772,NA,NA
Schleswig-Holstein,2021-02-12,957,3820,NA,NA
Hamburg,2021-02-12,2261,1340,NA,NA
Niedersachsen,2021-02-12,9165,9973,NA,NA
Bremen,2021-02-12,425,960,NA,NA
Nordrhein-Westfalen,2021-02-12,23861,7088,NA,NA
Hessen,2021-02-12,4758,4899,NA,NA
Rheinland-Pfalz,2021-02-12,452,8865,NA,NA
Baden-Württemberg,2021-02-12,9395,10869,NA,NA
Bayern,2021-02-12,13910,8638,NA,NA
Saarland,2021-02-12,1618,285,NA,NA
Berlin,2021-02-12,2733,4263,NA,NA
Brandenburg,2021-02-12,639,6124,NA,NA
Mecklenburg-Vorpommern,2021-02-12,1641,1624,NA,NA
Sachsen,2021-02-12,3209,2758,NA,NA
Sachsen-Anhalt,2021-02-12,2420,2189,NA,NA
Thüringen,2021-02-12,2855,2311,NA,NA
NA,2021-02-12,1,NA,NA,NA
Schleswig-Holstein,2021-02-13,767,2968,NA,NA
Hamburg,2021-02-13,1124,1520,NA,NA
Niedersachsen,2021-02-13,4882,5803,NA,NA
Bremen,2021-02-13,424,743,NA,NA
Nordrhein-Westfalen,2021-02-13,18942,1707,NA,NA
Hessen,2021-02-13,4146,2961,NA,NA
Rheinland-Pfalz,2021-02-13,1112,5029,NA,NA
Baden-Württemberg,2021-02-13,8119,9762,NA,NA
Bayern,2021-02-13,12163,6815,NA,NA
Saarland,2021-02-13,1561,235,NA,NA
Berlin,2021-02-13,1362,3299,NA,NA
Brandenburg,2021-02-13,211,236,NA,NA
Mecklenburg-Vorpommern,2021-02-13,NA,2,NA,NA
Sachsen,2021-02-13,2996,2596,NA,NA
Sachsen-Anhalt,2021-02-13,1317,422,NA,NA
Thüringen,2021-02-13,2932,1732,NA,NA
Schleswig-Holstein,2021-02-14,591,2794,NA,NA
Hamburg,2021-02-14,1056,1120,NA,NA
Niedersachsen,2021-02-14,1351,901,NA,NA
Bremen,2021-02-14,437,572,NA,NA
Nordrhein-Westfalen,2021-02-14,15511,729,NA,NA
Hessen,2021-02-14,3555,2436,NA,NA
Rheinland-Pfalz,2021-02-14,763,1452,NA,NA
Baden-Württemberg,2021-02-14,5372,6345,NA,NA
Bayern,2021-02-14,7236,4202,NA,NA
Berlin,2021-02-14,987,3305,NA,NA
Brandenburg,2021-02-14,99,6,NA,NA
Sachsen,2021-02-14,2411,1625,NA,NA
Sachsen-Anhalt,2021-02-14,1,NA,NA,NA
Thüringen,2021-02-14,267,350,NA,NA
NA,2021-02-14,NA,1,NA,NA
Schleswig-Holstein,2021-02-15,2758,2863,NA,NA
Hamburg,2021-02-15,1538,1487,NA,NA
Niedersachsen,2021-02-15,10209,5464,NA,NA
Bremen,2021-02-15,395,723,NA,NA
Nordrhein-Westfalen,2021-02-15,18496,2359,NA,NA
Hessen,2021-02-15,4417,3268,NA,NA
Rheinland-Pfalz,2021-02-15,1793,6582,NA,NA
Baden-Württemberg,2021-02-15,8215,7616,NA,NA
Bayern,2021-02-15,10091,9774,NA,NA
Saarland,2021-02-15,1566,746,NA,NA
Berlin,2021-02-15,2403,3500,NA,NA
Brandenburg,2021-02-15,59,2838,NA,NA
Mecklenburg-Vorpommern,2021-02-15,1334,1520,NA,NA
Sachsen,2021-02-15,3277,2873,NA,NA
Sachsen-Anhalt,2021-02-15,1429,1584,NA,NA
Thüringen,2021-02-15,2194,2576,NA,NA
NA,2021-02-15,1,2,NA,NA
Schleswig-Holstein,2021-02-16,2939,3842,NA,NA
Hamburg,2021-02-16,1739,1596,NA,NA
Niedersachsen,2021-02-16,11974,3180,NA,NA
Bremen,2021-02-16,650,616,NA,NA
Nordrhein-Westfalen,2021-02-16,17359,3122,NA,NA
Hessen,2021-02-16,5188,3574,NA,NA
Rheinland-Pfalz,2021-02-16,2415,5853,NA,NA
Baden-Württemberg,2021-02-16,11675,7019,NA,NA
Bayern,2021-02-16,11604,11229,NA,NA
Saarland,2021-02-16,1534,706,NA,NA
Berlin,2021-02-16,2697,3043,NA,NA
Brandenburg,2021-02-16,357,2737,NA,NA
Mecklenburg-Vorpommern,2021-02-16,1616,2309,NA,NA
Sachsen,2021-02-16,2697,3376,NA,NA
Sachsen-Anhalt,2021-02-16,1545,1592,NA,NA
Thüringen,2021-02-16,2293,2894,NA,NA
NA,2021-02-16,NA,5,NA,NA
Schleswig-Holstein,2021-02-17,2669,2805,NA,NA
Hamburg,2021-02-17,1740,1928,NA,NA
Niedersachsen,2021-02-17,14934,4547,NA,NA
Bremen,2021-02-17,801,474,NA,NA
Nordrhein-Westfalen,2021-02-17,20030,4654,NA,NA
Hessen,2021-02-17,5731,4143,NA,NA
Rheinland-Pfalz,2021-02-17,7447,3548,NA,NA
Baden-Württemberg,2021-02-17,10660,8450,NA,NA
Bayern,2021-02-17,15004,11734,NA,NA
Saarland,2021-02-17,1602,641,NA,NA
Berlin,2021-02-17,2904,2892,NA,NA
Brandenburg,2021-02-17,1041,2737,NA,NA
Mecklenburg-Vorpommern,2021-02-17,1333,1971,NA,NA
Sachsen,2021-02-17,4638,2057,NA,NA
Sachsen-Anhalt,2021-02-17,2039,1917,NA,NA
Thüringen,2021-02-17,2867,2009,NA,NA
NA,2021-02-17,1,2,NA,NA
Schleswig-Holstein,2021-02-18,2863,3236,NA,NA
Hamburg,2021-02-18,2034,1633,NA,NA
Niedersachsen,2021-02-18,14817,3187,NA,NA
Bremen,2021-02-18,737,570,NA,NA
Nordrhein-Westfalen,2021-02-18,14686,2378,NA,NA
Hessen,2021-02-18,6012,3520,NA,NA
Rheinland-Pfalz,2021-02-18,6756,3226,NA,NA
Baden-Württemberg,2021-02-18,11984,7540,NA,NA
Bayern,2021-02-18,14719,11548,NA,NA
Saarland,2021-02-18,1217,840,NA,NA
Berlin,2021-02-18,2729,4157,NA,NA
Brandenburg,2021-02-18,1401,2792,NA,NA
Mecklenburg-Vorpommern,2021-02-18,1100,2572,NA,NA
Sachsen,2021-02-18,5013,2465,NA,NA
Sachsen-Anhalt,2021-02-18,2933,1591,NA,NA
Thüringen,2021-02-18,2848,2146,NA,NA
NA,2021-02-18,1,NA,NA,NA
Schleswig-Holstein,2021-02-19,2857,3278,NA,NA
Hamburg,2021-02-19,2539,1414,NA,NA
Niedersachsen,2021-02-19,15837,3723,NA,NA
Bremen,2021-02-19,843,529,NA,NA
Nordrhein-Westfalen,2021-02-19,20873,2744,NA,NA
Hessen,2021-02-19,5277,3396,NA,NA
Rheinland-Pfalz,2021-02-19,6767,2897,NA,NA
Baden-Württemberg,2021-02-19,13308,10641,NA,NA
Bayern,2021-02-19,16201,11199,NA,NA
Saarland,2021-02-19,1340,661,NA,NA
Berlin,2021-02-19,4122,3670,NA,NA
Brandenburg,2021-02-19,909,2929,NA,NA
Mecklenburg-Vorpommern,2021-02-19,1031,2708,NA,NA
Sachsen,2021-02-19,6665,2382,NA,NA
Sachsen-Anhalt,2021-02-19,2431,1419,NA,NA
Thüringen,2021-02-19,2154,2228,NA,NA
NA,2021-02-19,1,NA,NA,NA
Schleswig-Holstein,2021-02-20,2581,2306,NA,NA
Hamburg,2021-02-20,2366,975,NA,NA
Niedersachsen,2021-02-20,4338,2199,NA,NA
Bremen,2021-02-20,715,477,NA,NA
Nordrhein-Westfalen,2021-02-20,19344,2335,NA,NA
Hessen,2021-02-20,4109,3219,NA,NA
Rheinland-Pfalz,2021-02-20,1830,3532,NA,NA
Baden-Württemberg,2021-02-20,10468,8258,NA,NA
Bayern,2021-02-20,16376,5502,NA,NA
Saarland,2021-02-20,1064,549,NA,NA
Berlin,2021-02-20,2537,2780,NA,NA
Brandenburg,2021-02-20,6,4,NA,NA
Mecklenburg-Vorpommern,2021-02-20,7,24,NA,NA
Sachsen,2021-02-20,7316,2444,NA,NA
Sachsen-Anhalt,2021-02-20,1242,414,NA,NA
Thüringen,2021-02-20,1896,1344,NA,NA
NA,2021-02-20,1,NA,NA,NA
Schleswig-Holstein,2021-02-21,2365,2499,NA,NA
Hamburg,2021-02-21,3053,947,NA,NA
Niedersachsen,2021-02-21,491,1930,NA,NA
Bremen,2021-02-21,555,188,NA,NA
Nordrhein-Westfalen,2021-02-21,16670,1461,NA,NA
Hessen,2021-02-21,3325,2610,NA,NA
Rheinland-Pfalz,2021-02-21,367,2198,NA,NA
Baden-Württemberg,2021-02-21,8483,6275,NA,NA
Bayern,2021-02-21,13189,3509,NA,NA
Berlin,2021-02-21,2385,2824,NA,NA
Brandenburg,2021-02-21,1,2,NA,NA
Sachsen,2021-02-21,6771,2559,NA,NA
Sachsen-Anhalt,2021-02-21,15,482,NA,NA
Thüringen,2021-02-21,56,837,NA,NA
NA,2021-02-21,NA,1,NA,NA
Schleswig-Holstein,2021-02-22,2373,2816,NA,NA
Hamburg,2021-02-22,2413,1259,NA,NA
Niedersachsen,2021-02-22,12866,3579,NA,NA
Bremen,2021-02-22,660,599,NA,NA
Nordrhein-Westfalen,2021-02-22,17824,17940,NA,NA
Hessen,2021-02-22,4936,3236,NA,NA
Rheinland-Pfalz,2021-02-22,6098,2767,NA,NA
Baden-Württemberg,2021-02-22,12157,8516,NA,NA
Bayern,2021-02-22,18808,6049,NA,NA
Saarland,2021-02-22,1414,636,NA,NA
Berlin,2021-02-22,2817,2904,NA,NA
Brandenburg,2021-02-22,1975,1794,NA,NA
Mecklenburg-Vorpommern,2021-02-22,1600,1018,NA,NA
Sachsen,2021-02-22,6753,2635,NA,NA
Sachsen-Anhalt,2021-02-22,2843,1147,NA,NA
Thüringen,2021-02-22,2787,1477,NA,NA
Schleswig-Holstein,2021-02-23,3282,2499,NA,NA
Hamburg,2021-02-23,2432,1502,NA,NA
Niedersachsen,2021-02-23,14844,3515,NA,NA
Bremen,2021-02-23,830,311,NA,NA
Nordrhein-Westfalen,2021-02-23,16655,20524,NA,NA
Hessen,2021-02-23,6595,3668,NA,NA
Rheinland-Pfalz,2021-02-23,6120,1776,NA,NA
Baden-Württemberg,2021-02-23,13780,7641,NA,NA
Bayern,2021-02-23,20515,7950,NA,NA
Saarland,2021-02-23,1378,609,NA,NA
Berlin,2021-02-23,3416,3144,NA,NA
Brandenburg,2021-02-23,3514,830,NA,NA
Mecklenburg-Vorpommern,2021-02-23,2088,1030,NA,NA
Sachsen,2021-02-23,8849,3178,NA,NA
Sachsen-Anhalt,2021-02-23,2671,1161,NA,NA
Thüringen,2021-02-23,3071,1268,NA,NA
Schleswig-Holstein,2021-02-24,2667,1952,NA,NA
Hamburg,2021-02-24,2960,1404,NA,NA
Niedersachsen,2021-02-24,16397,3728,NA,NA
Bremen,2021-02-24,826,301,NA,NA
Nordrhein-Westfalen,2021-02-24,20537,18226,NA,NA
Hessen,2021-02-24,9053,4189,NA,NA
Rheinland-Pfalz,2021-02-24,3591,1403,NA,NA
Baden-Württemberg,2021-02-24,15680,8660,NA,NA
Bayern,2021-02-24,22772,8755,NA,NA
Saarland,2021-02-24,1494,699,NA,NA
Berlin,2021-02-24,3812,2934,NA,NA
Brandenburg,2021-02-24,4512,566,NA,NA
Mecklenburg-Vorpommern,2021-02-24,2059,1020,NA,NA
Sachsen,2021-02-24,5883,2305,NA,NA
Sachsen-Anhalt,2021-02-24,2638,1349,NA,NA
Thüringen,2021-02-24,2802,2023,NA,NA
Schleswig-Holstein,2021-02-25,2985,2159,NA,NA
Hamburg,2021-02-25,2881,1203,NA,NA
Niedersachsen,2021-02-25,15798,4778,NA,NA
Bremen,2021-02-25,762,291,NA,NA
Nordrhein-Westfalen,2021-02-25,21308,19764,NA,NA
Hessen,2021-02-25,9178,3866,NA,NA
Rheinland-Pfalz,2021-02-25,6608,1603,NA,NA
Baden-Württemberg,2021-02-25,20184,7275,NA,NA
Bayern,2021-02-25,24196,8325,NA,NA
Saarland,2021-02-25,1758,102,NA,NA
Berlin,2021-02-25,5549,3661,NA,NA
Brandenburg,2021-02-25,4419,415,NA,NA
Mecklenburg-Vorpommern,2021-02-25,2638,799,NA,NA
Sachsen,2021-02-25,7026,2380,NA,NA
Sachsen-Anhalt,2021-02-25,2845,1242,NA,NA
Thüringen,2021-02-25,2827,1614,NA,NA
NA,2021-02-25,1,NA,NA,NA
Schleswig-Holstein,2021-02-26,3719,2102,NA,NA
Hamburg,2021-02-26,3495,769,NA,NA
Niedersachsen,2021-02-26,17348,5681,NA,NA
Bremen,2021-02-26,1457,466,NA,NA
Nordrhein-Westfalen,2021-02-26,30353,22410,NA,NA
Hessen,2021-02-26,9318,3994,NA,NA
Rheinland-Pfalz,2021-02-26,4911,1845,NA,NA
Baden-Württemberg,2021-02-26,21223,9046,NA,NA
Bayern,2021-02-26,25551,8514,NA,NA
Saarland,2021-02-26,1660,246,NA,NA
Berlin,2021-02-26,6595,3921,NA,NA
Brandenburg,2021-02-26,4860,826,NA,NA
Mecklenburg-Vorpommern,2021-02-26,2341,1313,NA,NA
Sachsen,2021-02-26,7821,3487,NA,NA
Sachsen-Anhalt,2021-02-26,2891,1265,NA,NA
Thüringen,2021-02-26,2949,1827,NA,NA
NA,2021-02-26,85,NA,NA,NA
Schleswig-Holstein,2021-02-27,2042,219,NA,NA
Hamburg,2021-02-27,2461,526,NA,NA
Niedersachsen,2021-02-27,5850,2987,NA,NA
Bremen,2021-02-27,1164,466,NA,NA
Nordrhein-Westfalen,2021-02-27,23058,8926,NA,NA
Hessen,2021-02-27,12396,3502,NA,NA
Rheinland-Pfalz,2021-02-27,3109,898,NA,NA
Baden-Württemberg,2021-02-27,17304,8731,NA,NA
Bayern,2021-02-27,19874,8321,NA,NA
Saarland,2021-02-27,1545,127,NA,NA
Berlin,2021-02-27,4479,2542,NA,NA
Brandenburg,2021-02-27,6,5,NA,NA
Mecklenburg-Vorpommern,2021-02-27,212,2,NA,NA
Sachsen,2021-02-27,7294,2228,NA,NA
Sachsen-Anhalt,2021-02-27,1924,78,NA,NA
Thüringen,2021-02-27,5578,301,NA,NA
NA,2021-02-27,196,NA,NA,NA
Schleswig-Holstein,2021-02-28,2058,200,NA,NA
Hamburg,2021-02-28,2141,475,NA,NA
Niedersachsen,2021-02-28,69,NA,NA,NA
Bremen,2021-02-28,823,551,NA,NA
Nordrhein-Westfalen,2021-02-28,17877,3300,NA,NA
Hessen,2021-02-28,10022,2926,NA,NA
Rheinland-Pfalz,2021-02-28,1871,655,NA,NA
Baden-Württemberg,2021-02-28,13245,5256,NA,NA
Bayern,2021-02-28,14192,6523,NA,NA
Berlin,2021-02-28,4325,2368,NA,NA
Brandenburg,2021-02-28,1,NA,NA,NA
Mecklenburg-Vorpommern,2021-02-28,NA,2,NA,NA
Sachsen,2021-02-28,7054,1926,NA,NA
Sachsen-Anhalt,2021-02-28,253,NA,NA,NA
Thüringen,2021-02-28,5471,2,NA,NA
NA,2021-02-28,1,20,NA,NA
Schleswig-Holstein,2021-03-01,6086,1639,NA,NA
Hamburg,2021-03-01,2496,1085,NA,NA
Niedersachsen,2021-03-01,14640,4041,NA,NA
Bremen,2021-03-01,1456,342,NA,NA
Nordrhein-Westfalen,2021-03-01,30677,14204,NA,NA
Hessen,2021-03-01,9822,2852,NA,NA
Rheinland-Pfalz,2021-03-01,10461,178,NA,NA
Baden-Württemberg,2021-03-01,22130,7059,NA,NA
Bayern,2021-03-01,21767,8866,NA,NA
Saarland,2021-03-01,3125,525,NA,NA
Berlin,2021-03-01,5960,1999,NA,NA
Brandenburg,2021-03-01,4482,633,NA,NA
Mecklenburg-Vorpommern,2021-03-01,1569,906,NA,NA
Sachsen,2021-03-01,7522,2606,NA,NA
Sachsen-Anhalt,2021-03-01,4474,1344,NA,NA
Thüringen,2021-03-01,2581,1682,NA,NA
NA,2021-03-01,188,NA,NA,NA
Schleswig-Holstein,2021-03-02,6719,1402,NA,NA
Hamburg,2021-03-02,2227,1121,NA,NA
Niedersachsen,2021-03-02,21380,3375,NA,NA
Bremen,2021-03-02,1969,316,NA,NA
